cluster,keyword,volume,kd,cpc_usd,traffic_potential,intent_bucket,ahrefs_intents,serp_features,growth_12mo,opportunity,parent_keyword
General head + misc long-tail,halal gap,50,0,0.00,0,Informational,"Informational,Branded,Non-local",,0.0,177.8,
General head + misc long-tail,the plattering co halal,50,0,0.30,30,Informational,"Informational,Branded,Non-local",People also ask,0.0,177.8,the plattering co halal
General head + misc long-tail,halal party food,50,0,0.30,200,Commercial,"Informational,Commercial,Non-branded,Non-local",Local pack,0.0,204.1,halal finger food singapore
General head + misc long-tail,sun plaza halal food,50,0,0.00,50,Commercial,"Informational,Commercial,Branded,Local","Local pack,Video preview",0.0,177.8,sun plaza food
General head + misc long-tail,subway halal,50,0,0.10,60,Informational,"Informational,Branded,Non-local","People also ask,Local pack,Discussions",0.0,177.8,is subway halal
General head + misc long-tail,halal cruise singapore 2026,50,0,0.00,0,Other,,,0.0,177.8,
General head + misc long-tail,halal private dining singapore,50,10,0.30,10,Commercial,"Informational,Commercial,Non-branded,Local",Local pack,0.0,161.7,halal private dining singapore
General head + misc long-tail,restaurant à proximité halal,50,0,0.00,0,Other,,,0.0,177.8,
General head + misc long-tail,halal friendly restaurants singapore halal,50,0,0.00,0,Other,,,0.0,177.8,
General head + misc long-tail,halal food in switzerland,50,0,0.00,30,Informational,"Informational,Non-branded,Local","People also ask,Local pack",0.0,177.8,halal food in switzerland
General head + misc long-tail,garrett popcorn halal,50,0,0.25,5500,Commercial,"Informational,Commercial,Branded,Non-local","People also ask,Knowledge panel,Sitelinks,Thumbnail,Image pack",0.0,344.1,garrett popcorn
General head + misc long-tail,halal food hampers,50,0,0.00,0,Other,,,0.0,177.8,
General head + misc long-tail,t2 halal food,50,0,0.25,60,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Video preview",0.0,177.8,terminal 2 halal food
General head + misc long-tail,halal food in melbourne,50,0,0.00,50,Informational,"Informational,Non-branded,Local","Local pack,Thumbnail,People also ask",0.0,177.8,halal food in melbourne
General head + misc long-tail,halal bakeries in singapore,50,0,0.10,0,Other,,,0.0,177.8,
General head + misc long-tail,busan halal food,50,0,0.00,10,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,People also ask,Discussions,Video preview",0.0,177.8,halal food in busan
General head + misc long-tail,halal food in uss,50,0,0.25,80,Informational,"Informational,Branded,Local","Local pack,People also ask,Sitelinks",0.0,177.8,uss halal food
General head + misc long-tail,halal sign in china,50,0,0.00,0,Other,,,0.0,177.8,
General head + misc long-tail,christmas halal food,50,0,0.00,0,Other,,,0.0,177.8,
General head + misc long-tail,ntu halal food,50,0,0.00,10,Informational,"Informational,Branded,Local","AI Overview,Thumbnail,Local pack,Video preview",0.0,177.8,ntu halal food
General head + misc long-tail,halal and vegetarian restaurant,50,0,0.35,1700,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Sitelinks,People also ask",0.0,293.4,saute
General head + misc long-tail,elsie kitchen halal,50,3,0.30,20,Informational,"Informational,Branded,Non-local","Top ads,People also ask",0.0,173.0,elsie kitchen halal
General head + misc long-tail,halal food in the west,50,0,0.10,300,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,People also ask,Discussions",0.0,220.4,halal western food
General head + misc long-tail,haribo halal,50,0,0.15,150,Commercial,"Informational,Commercial,Branded,Non-local","People also ask,Shopping,Thumbnail,Image pack,Discussions",0.0,192.9,haribo gummy bears
General head + misc long-tail,cosford container park halal,50,0,0.10,70,Commercial,"Informational,Commercial,Branded,Local","Thumbnail,Knowledge panel,People also ask",0.0,177.8,cosford container park photos
General head + misc long-tail,halal brows,50,0,0.00,0,Other,,,0.0,177.8,
General head + misc long-tail,buddy hoagies halal,50,0,0.00,900,Commercial,"Informational,Commercial,Branded,Local","Local pack,People also ask",0.0,266.3,buddy hoagies menu
General head + misc long-tail,halal food buona vista,50,0,0.00,80,Informational,"Informational,Non-branded,Local","Local pack,Sitelinks,Video preview,People also ask",0.0,177.8,buona vista halal food
General head + misc long-tail,halal afternoon tea singapore,50,0,0.15,600,Commercial,"Informational,Commercial,Non-branded,Local","Sitelinks,Knowledge panel",0.0,249.1,halal high tea singapore
General head + misc long-tail,halal and vegetarian restaurant singapore,50,0,0.25,100,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,People also ask,Video preview",0.0,177.8,halal vegetarian restaurant singapore
General head + misc long-tail,restaurant halal in singapore,50,0,0.00,0,Other,,,0.0,177.8,
General head + misc long-tail,best halal food in singapore halal,50,0,0.00,0,Commercial,,,0.0,177.8,
General head + misc long-tail,chicky fun halal,50,0,0.00,0,Other,,,0.0,177.8,
General head + misc long-tail,halal food paragon,50,0,0.00,150,Commercial,"Informational,Commercial,Branded,Local","Local pack,People also ask",0.0,192.9,paragon halal food
General head + misc long-tail,toast and roll halal,50,0,0.00,0,Other,,,0.0,177.8,
General head + misc long-tail,halal lunch singapore,50,16,0.04,3800,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Discussions",0.0,280.4,halal food near me
General head + misc long-tail,myeongdong halal food,50,0,0.01,60,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Thumbnail,People also ask",0.0,177.8,halal food in seoul
General head + misc long-tail,halal gifts,50,0,0.50,100,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Non-local","Sitelinks,Discussions,Knowledge panel,Shopping,Thumbnail",0.0,177.8,halal gifts singapore
General head + misc long-tail,halal establishment,50,0,0.00,0,Other,,,0.0,177.8,
General head + misc long-tail,ferrero rocher halal,50,0,0.03,30,Commercial,"Informational,Commercial,Branded,Non-local","People also ask,Sitelinks,Image pack,Shopping,Thumbnail",0.0,177.8,is ferrero rocher halal
General head + misc long-tail,halal sourdough bread singapore,50,0,0.00,100,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Knowledge panel,Sitelinks,People also ask,Discussions",0.0,177.8,sourdough singapore
General head + misc long-tail,mr coconut halal,50,6,0.00,300,Commercial,"Informational,Commercial,Branded,Non-local","AI Overview,Thumbnail,People also ask,Video preview",0.0,208.4,mr coconut calories
General head + misc long-tail,halal miso,50,0,0.20,70,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Non-local","People also ask,Sitelinks,Image pack",0.0,177.8,halal miso paste
General head + misc long-tail,halal satay,50,15,0.10,700,Transactional/Local,"Commercial,Transactional,Non-branded,Local","Local pack,Thumbnail,Discussions,Video preview",0.0,220.8,opah satay
General head + misc long-tail,kinder bueno halal,50,0,0.00,50,Transactional/Local,"Informational,Commercial,Transactional,Branded,Non-local","People also ask,Sitelinks,Image pack",0.0,177.8,is kinder bueno halal
General head + misc long-tail,picanhas halal,50,1,1.00,5800,Transactional/Local,"Informational,Commercial,Transactional,Branded,Local","Sitelinks,People also ask,Knowledge panel,Video preview",0.0,343.2,picanhas
General head + misc long-tail,halal laksa,50,0,0.30,70,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,People also ask,Discussions",0.0,177.8,halal laksa singapore
General head + misc long-tail,halal food in kyoto,50,0,0.00,40,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,People also ask",0.0,177.8,halal food in kyoto
General head + misc long-tail,halal places,50,11,0.03,5800,Informational,"Informational,Non-branded,Non-local",Local pack,0.0,311.8,halal food singapore
General head + misc long-tail,north point halal food,50,0,0.00,13000,Informational,"Informational,Branded,Local","Local pack,Thumbnail,Discussions,Sitelinks",0.0,381.4,northpoint food
General head + misc long-tail,heybo halal,50,0,0.00,0,Other,,,0.0,177.8,
General head + misc long-tail,plaza sing halal,50,0,0.00,500,Commercial,"Informational,Commercial,Branded,Local","People also ask,Knowledge panel,Video preview",0.0,241.5,plaza singapura halal food
General head + misc long-tail,hathaway halal,50,0,0.00,250,Informational,"Informational,Branded,Non-local","AI Overview,Thumbnail,People also ask,Knowledge panel",0.0,213.0,hathaway
General head + misc long-tail,halal soup near me,50,0,0.00,0,Transactional/Local,,,0.0,177.8,
General head + misc long-tail,ichiban boshi halal,50,0,0.00,40,Commercial,"Informational,Commercial,Branded,Local","AI Overview,Thumbnail,People also ask,Local pack",0.0,177.8,is ichiban boshi halal
General head + misc long-tail,battercatch halal,50,0,0.00,0,Other,,,0.0,177.8,
General head + misc long-tail,halal gyukatsu singapore,50,0,0.00,0,Other,,,0.0,177.8,
General head + misc long-tail,pinch bakehouse halal,50,0,0.00,0,Other,,,0.0,177.8,
General head + misc long-tail,lecithin halal,50,0,0.00,60,Informational,"Informational,Non-branded,Non-local","AI Overview,Thumbnail,Image pack,People also ask,Video preview",0.0,177.8,is lecithin halal
General head + misc long-tail,halal food cdc voucher,50,0,0.00,0,Other,,,0.0,177.8,
General head + misc long-tail,da nang halal food,50,0,0.00,0,Other,,,0.0,177.8,
General head + misc long-tail,chick fil a halal singapore,50,0,0.00,0,Other,,,0.0,177.8,
General head + misc long-tail,posh brownie halal,50,0,0.50,0,Other,,,0.0,177.8,
General head + misc long-tail,halal sausage,50,0,0.10,800,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Non-local","Shopping,Thumbnail,People also ask,Image pack,Local pack,Video preview",0.0,261.3,meatery
General head + misc long-tail,halal corporate gifts,50,0,0.00,0,Other,,,0.0,177.8,
General head + misc long-tail,halal healthy food,50,12,0.25,30,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,People also ask",0.0,158.4,healthy halal food
General head + misc long-tail,halal finger food for party,50,0,0.35,100,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Image pack,Local pack",0.0,177.8,halal snacks delivery singapore
General head + misc long-tail,halal food in guangzhou,50,0,0.00,0,Commercial,"Informational,Commercial,Non-branded,Local",,0.0,177.8,
General head + misc long-tail,little myanmar halal foods menu,50,0,0.00,40,Informational,"Informational,Branded,Local","Image pack,Thumbnail,Knowledge panel,Video preview,Bottom ads",0.0,177.8,little myanmar halal foods
General head + misc long-tail,meixi’s kitchen / dou (halal) yong tau foo,50,0,0.00,0,Other,,,0.0,177.8,
General head + misc long-tail,halal vegetarian food singapore,50,1,0.20,1700,Commercial,"Informational,Commercial,Non-branded,Local","Sitelinks,Knowledge panel",0.0,290.8,saute
General head + misc long-tail,halal investing,50,5,1.40,20,Commercial,"Informational,Commercial,Non-branded,Non-local","AI Overview,Thumbnail,Discussions,People also ask",0.0,169.7,halal investing
General head + misc long-tail,huevos halal,50,1,0.00,2700,Commercial,"Informational,Commercial,Branded,Local","AI Overview,Thumbnail,Sitelinks,Knowledge panel,People also ask",0.0,310.5,huevos singapore
General head + misc long-tail,halal cuttlefish,50,0,0.00,0,Other,,,0.0,177.8,
General head + misc long-tail,halal meat restaurant singapore,50,27,0.07,6500,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,People also ask",0.0,265.1,halal food singapore
General head + misc long-tail,halal shell out singapore,50,18,0.20,700,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,People also ask",0.0,213.8,seafood boil singapore
General head + misc long-tail,nice halal food in singapore,50,0,0.06,0,Commercial,"Informational,Commercial,Non-branded,Local",,0.0,177.8,
General head + misc long-tail,non halal food,50,0,0.00,300,Informational,"Informational,Non-branded,Non-local","Local pack,People also ask,Sitelinks,Video preview",0.0,220.4,what is halal food
General head + misc long-tail,shenzhen halal food,50,0,0.00,0,Other,,,0.0,177.8,
General head + misc long-tail,cheap halal food,50,4,0.30,30,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,People also ask,Sitelinks",0.0,171.3,cheap halal food in singapore
General head + misc long-tail,halal gift box,50,0,0.50,0,Other,,,0.0,177.8,
General head + misc long-tail,halal chicken,50,0,0.20,10,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","AI Overview,Thumbnail,People also ask,Local pack,Shopping",0.0,177.8,is chicken halal
General head + misc long-tail,sapa halal food,50,0,0.00,0,Other,,,0.0,177.8,
General head + misc long-tail,halal food uss,50,0,0.00,0,Other,,,0.0,177.8,
General head + misc long-tail,restaurants in singapore halal,50,0,0.15,0,Commercial,"Informational,Commercial,Non-branded,Local",,0.0,177.8,
General head + misc long-tail,whisk and paddle halal,50,0,0.00,2600,Informational,"Informational,Branded,Local","People also ask,Local pack,Video preview",0.0,311.7,whisk and paddle
General head + misc long-tail,halal vegetarian restaurant,50,0,0.35,1600,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Sitelinks,People also ask",0.0,290.8,saute
General head + misc long-tail,thomson plaza halal food,50,0,0.00,30,Commercial,"Informational,Commercial,Non-branded,Local",Local pack,0.0,177.8,thomson plaza halal food
General head + misc long-tail,chicken ka kee halal,50,0,1.10,0,Other,,,0.0,177.8,
General head + misc long-tail,halal cheese platter,50,0,0.40,0,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Videos,Shopping,Thumbnail,Discussions,Bottom ads,Paid sitelinks",0.0,177.8,cheese platter singapore
General head + misc long-tail,sour patch kids halal,50,0,0.00,0,Other,,,0.0,177.8,
General head + misc long-tail,halal food jeju,50,0,0.00,250,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,People also ask,Video preview",0.0,213.0,halal food in korea
